SN,ZONE,STATE,LGAs,NAME OF WARD (INEC),NAME OF WARD (STATE),HEALTH FACILITY,,,,,,,
3670,NWZ,JIGAWA,KAFIN HAUSA,ZAGO,ZAGO,SHAMAKERI PHC,,,,,,,
3671,NWZ,JIGAWA,KAUGAMA,ARBUS,ARBUS,ARBUS PHC,,,,,,,
3672,NWZ,JIGAWA,KAUGAMA,ASKANDU,ASKANDU,ASKANDU PHC,,,,,,,
3673,NWZ,JIGAWA,KAUGAMA,DABUWARAN,DABUWARAN,DABUWARAN PHC,,,,,,,
3674,NWZ,JIGAWA,KAUGAMA,DAKAIYAWA,DAKAIYAWA,NUHU ALPHA PHC,,,,,,,
3675,NWZ,JIGAWA,KAUGAMA,HADIN,HADIN,HADIN PHC,,,,,,,
3676,NWZ,JIGAWA,KAUGAMA,"JA""E",JA'E,ZABURAN PHC,,,,,,,
3677,NWZ,JIGAWA,KAUGAMA,JARKASA,GIRBOBO,GIRBOBO PHC,,,,,,,
3678,NWZ,JIGAWA,KAUGAMA,KAUGAMA,KAUGAMA,KAUGAMA PHC,,,,,,,
3679,NWZ,JIGAWA,KAUGAMA,MARKE,MARKE,MARKE PHC,,,,,,,
3680,NWZ,JIGAWA,KAUGAMA,UNGUWAR,UNGUWAR JIBRIN,UNGUWAR JIBRIN PHC,,,,,,,
3681,NWZ,JIGAWA,KAUGAMA,YALO,YALO,YALO PHC,,,,,,,
3682,NWZ,JIGAWA,KAZAURE,BA'AUZINI,BA'AUZINI,KAFIN CHIROMA PHC,,,,,,,
3683,NWZ,JIGAWA,KAZAURE,DABA,DABA,FARIN DABA PHC,,,,,,,
3684,NWZ,JIGAWA,KAZAURE,DABAZA,DABAZA,DUNGUYAWA PHC,,,,,,,
3685,NWZ,JIGAWA,KAZAURE,DANDI,DANDI,DANDI PHC,,,,,,,
3686,NWZ,JIGAWA,KAZAURE,GADA,GADA,GADA PHC,,,,,,,
3687,NWZ,JIGAWA,KAZAURE,KANTI,KANTI,KATOGE PHC,,,,,,,
3688,NWZ,JIGAWA,KAZAURE,MARADAWA,MARADAWA,KAFTAYI PHC,,,,,,,
3689,NWZ,JIGAWA,KAZAURE,SABARU,SABARU,SABARU PHC,,,,,,,
3690,NWZ,JIGAWA,KAZAURE,UNGUWAR AREWA,UNGUWAR AREWA,CENTRAL CLINIC,,,,,,,
3691,NWZ,JIGAWA,KAZAURE,UNGUWAR GABAS,UNGUWAR GABAS,GALADANCHI MPHC,,,,,,,
3692,NWZ,JIGAWA,KAZAURE,UNGUWAR YAMMAR,UNGUWAR YAMMA,BARGA MPHC,,,,,,,
3693,NWZ,JIGAWA,KIRI KASAMMA,BATURYA,BATURIYA,BATURIYA PHC,,,,,,,
3694,NWZ,JIGAWA,KIRI KASAMMA,BULUNOHAI,BULUNCHAI,JARMARI PHC,,,,,,,
3695,NWZ,JIGAWA,KIRI KASAMMA,DOLERI,SALERI,SALERI PHC,,,,,,,
3696,NWZ,JIGAWA,KIRI KASAMMA,FANDUM,FANDUM,FANDUM PHC,,,,,,,
3697,NWZ,JIGAWA,KIRI KASAMMA,GAYIN,GAYIN,MATAFARI PHC,,,,,,,
3698,NWZ,JIGAWA,KIRI KASAMMA,KIRIKASAMMA,KIRIKASAMMA,KIRIKASAMMA PHC,,,,,,,
3699,NWZ,JIGAWA,KIRI KASAMMA,MADACHI,MADACHI,MADACHI PHC,,,,,,,
3700,NWZ,JIGAWA,KIRI KASAMMA,MARMA,MARMA,MARMA PHC,,,,,,,
3701,NWZ,JIGAWA,KIRI KASAMMA,TARABU,TURABU,TURABU PHC,,,,,,,
3702,NWZ,JIGAWA,KIRI KASAMMA,TASHEGUWA,TASHEGUWA,TASHEGUWA PHC,,,,,,,
3703,NWZ,JIGAWA,KIYAWA,ABALAQGO,BALAGO,BALAGO PHC,,,,,,,
3704,NWZ,JIGAWA,KIYAWA,ANDAZA,ANDAZA,ANDAZA PHC,,,,,,,
3705,NWZ,JIGAWA,KIYAWA,FAKE,FAKE,FAKE PHC,,,,,,,
3706,NWZ,JIGAWA,KIYAWA,GARKO,GARKO,GARKO PHC,,,,,,,
3707,NWZ,JIGAWA,KIYAWA,GURDUBA,SHUWARIN,SHUWARIN PHC,,,,,,,
3708,NWZ,JIGAWA,KIYAWA,KATANGA,KATANGA,KATANGA PHC,,,,,,,
3709,NWZ,JIGAWA,KIYAWA,KATUKA,KATUKA,KATUKA PHC,,,,,,,
3710,NWZ,JIGAWA,KIYAWA,KIYAWA,KIYAWA,KIYAWA PHC,,,,,,,
3711,NWZ,JIGAWA,KIYAWA,KWANDA,KWANDA,KWANDA PHC,,,,,,,
3712,NWZ,JIGAWA,KIYAWA,MAJE,MAJE,MAJE PHC,,,,,,,
3713,NWZ,JIGAWA,KIYAWA,TSURMA,TSIRMA,TSIRMA PHC,,,,,,,
3714,NWZ,JIGAWA,MAIGATARI,BALARABE,BALARABE,BOSUWA PHC,,,,,,,
3715,NWZ,JIGAWA,MAIGATARI,DANKUBO,DANKUMBO,DANKUMBO PHC,,,,,,,
3716,NWZ,JIGAWA,MAIGATARI,FULATA,FULATA,FULATA PHC,,,,,,,
3717,NWZ,JIGAWA,MAIGATARI,GALADI,GALADI,GALADI PHC,,,,,,,
3718,NWZ,JIGAWA,MAIGATARI,JAURI,JAJERI,JAJERI PHC,,,,,,,
3719,NWZ,JIGAWA,MAIGATARI,KUKAYASKU,KUKAYASKU,KUKA YASKU BABBA PHC,,,,,,,
3720,NWZ,JIGAWA,MAIGATARI,MADANA,MADANA,MADANA PHC,,,,,,,
3721,NWZ,JIGAWA,MAIGATARI,MAIGATARI AREWA,MAIGATARI AREWA,MAIGATARI PHCC,,,,,,,
3722,NWZ,JIGAWA,MAIGATARI,MAIGATARI KUDU,MAIGATARI KUDU,S/MAJA PHCC,,,,,,,
3723,NWZ,JIGAWA,MAIGATARI,MATOYA,MATOYA,DAGUMA PHC,,,,,,,
3724,NWZ,JIGAWA,MAIGATARI,TURBUS,TURBUS,KUKAYASKUN KALU PHC,,,,,,,
3725,NWZ,JIGAWA,MALAM MADORI,ARKI,ARKI,AGIN PHC,,,,,,,
3726,NWZ,JIGAWA,MALAM MADORI,DUNARI,DUNARI,DUNARI PHC,,,,,,,
3727,NWZ,JIGAWA,MALAM MADORI,FATEKA/ARKUYA,FATEKA,BULAKORI PHC,,,,,,,
3728,NWZ,JIGAWA,MALAM MADORI,MAIRAKUM,MAI RAKUMI,MAI RAKUMI PHC,,,,,,,
3729,NWZ,JIGAWA,MALAM MADORI,GARIN-GABAS,GARIN GABAS,G/GABAS PHC,,,,,,,
3730,NWZ,JIGAWA,MALAM MADORI,MAKADDARI,MUKADDARI,MAKADDARI PHC,,,,,,,
3731,NWZ,JIGAWA,MALAM MADORI,MALAM-MADORI,M/MADORI,MALAM MADORI PHC,,,,,,,
3732,NWZ,JIGAWA,MALAM MADORI,SHAYYA,SHAYYA,SHAYYA PHC,,,,,,,
3733,NWZ,JIGAWA,MALAM MADORI,TAGWARO,TAGWARO,TAGWARO PHC,,,,,,,
3734,NWZ,JIGAWA,MALAM MADORI,TASHENA,TASHENA,TASHENA PHC,,,,,,,
3735,NWZ,JIGAWA,MALAM MADORI,TONITKUTURA,TONI KUTARA,GANDUN SARKI PHC,,,,,,,
3736,NWZ,JIGAWA,MIGA,DANGYATIN,DANGYATUM,DANGYATUM PHC,,,,,,,
3737,NWZ,JIGAWA,MIGA,GARBO,GARBO,TAKALAFIYA PHC,,,,,,,
3738,NWZ,JIGAWA,MIGA,HANTSU,HANTSU,HANTSU PHC,,,,,,,
3739,NWZ,JIGAWA,MIGA,KOYA,KOYA,KOYA PHC,,,,,,,
3740,NWZ,JIGAWA,MIGA,MIGA,MIGA,MIGA PHC,,,,,,,
3741,NWZ,JIGAWA,MIGA,S/GARIN TAKANEBU,SABON GARI,SABON GARI PHC,,,,,,,
3742,NWZ,JIGAWA,MIGA,SANSANI,SANSANI,SANSANI PHC,,,,,,,
3743,NWZ,JIGAWA,MIGA,TSAKUWAWA,TSAKUWAWA,TSAKUWAWA PHC,,,,,,,
3744,NWZ,JIGAWA,MIGA,YANDUNA,YANDUNA,YANDUNA PHC,,,,,,,
3745,NWZ,JIGAWA,MIGA,ZEREKU,ZAREKU,ZAREKU PHC,,,,,,,
3746,NWZ,JIGAWA,RINGIM,CHAI-CHAI,CHAI-CHAI,CHAI-CHAI PHC,,,,,,,
3747,,JIGAWA,RINGIM,DABI,DABI,DABI PHC,,,,,,,
3748,,JIGAWA,RINGIM,SAKARA,SAKARA,SAKARA PHC,,,,,,,
3749,NWZ,JIGAWA,RINGIM,KAFIN-BABUSHE,K/BABUSHE,KAFIN BABUSHE PHC,,,,,,,
3750,NWZ,JIGAWA,RINGIM,KARSHI,KARSHI,KARSHI PHC,,,,,,,
3751,NWZ,JIGAWA,RINGIM,KYARAMA,KYARAMA,KYARAMA PRIMARY HEALTH CLINIC,,,,,,,
3752,NWZ,JIGAWA,RINGIM,RINGIM,RINGIM,WALAWA PHC,,,,,,,
3753,NWZ,JIGAWA,RINGIM,SINTIMAWA,SINTILMAWA,KARWAI PHC,,,,,,,
3754,NWZ,JIGAWA,RINGIM,TOFA,TOFA,SHANGEL PHC,,,,,,,
3755,NWZ,JIGAWA,RINGIM,YANDUTSE,SANKARA,SANKARA PHC,,,,,,,
3756,NWZ,JIGAWA,RINGIM,YANDUTSE,YANDUTSE,YANDUSTE PRIMARY HEALTH CLINIC,,,,,,,
3757,NWZ,JIGAWA,RONI,AMARYAWA,AMARYAWA,AMARYAWA PHC,,,,,,,
3758,NWZ,JIGAWA,RONI,BARAGUMI,BARAGUMI,NANUMAWA PHC,,,,,,,
3759,NWZ,JIGAWA,RONI,DANSURE,DANSURE,DANSURE PHC,,,,,,,
3760,NWZ,JIGAWA,RONI,FARA,FARA BARINJE,FARA BARINJE PHC,,,,,,,
3761,NWZ,JIGAWA,RONI,GORA,GORA,GORA PHC,,,,,,,
3762,NWZ,JIGAWA,RONI,KWAITA,KWAITA,BASHE PHC,,,,,,,
3763,NWZ,JIGAWA,RONI,RONI,RONI,RONI PHC,,,,,,,
3764,NWZ,JIGAWA,RONI,SANKAU,SANKAU,SANKAU PHC,,,,,,,
3765,NWZ,JIGAWA,RONI,TUNAS,TUNAS,TAKWARDAWA PHC,,,,,,,
3766,NWZ,JIGAWA,RONI,YANZAKI,YANZAKI,YARSARA PRIMARY HEALTH CLINIC,,,,,,,
3767,NWZ,JIGAWA,RONI,ZUGAI,ZUGAI,ZUGAI PHC,,,,,,,
3768,NWZ,JIGAWA,SULE TANKARKAR,ALBASU,ALBASU,ALBASU PHC,,,,,,,
3769,NWZ,JIGAWA,SULE TANKARKAR,AMANGA,AMANGA,AMANGA PHC,,,,,,,
3770,NWZ,JIGAWA,SULE TANKARKAR,DANGWANKI,DANGWANKI,HANNUN GIWA PHC,,,,,,,
3771,NWZ,JIGAWA,SULE TANKARKAR,DANLADI,DANLADI,DANLADI PHC,,,,,,,
3772,NWZ,JIGAWA,SULE TANKARKAR,DANZOMO,DANZOMO,DANZOMO PHC,,,,,,,
3773,NWZ,JIGAWA,SULE TANKARKAR,JEKE,JEKE,JEKE PHC,,,,,,,
3774,NWZ,JIGAWA,SULE TANKARKAR,S/TANKARKAR,SULE,SULE PHC,,,,,,,
3775,NWZ,JIGAWA,SULE TANKARKAR,SHABARU,SHABARU,SHABARU PHC,,,,,,,
3776,NWZ,JIGAWA,SULE TANKARKAR,TAKATSABA,TAKATSABA,TAKATSABA PHC,,,,,,,
3777,NWZ,JIGAWA,SULE TANKARKAR,YANDAMO,YANDAMO,YANDAMO PHC,,,,,,,
3778,NWZ,JIGAWA,TAURA,AJAURA,AJAURA,AJAURA PHC,,,,,,,
3779,NWZ,JIGAWA,TAURA,CHAKWAIKWAIWA,CHAKWAIKWAIWA,CHAKWAIKWAIWA PRIMARY HEALTH CLINIC,,,,,,,
3780,NWZ,JIGAWA,TAURA,CHUKUTO,CHUKUTO,CHUKUTO PHC,,,,,,,
3781,NWZ,JIGAWA,TAURA,GUJUNGU,GUJUNGU,GUJUNGU PHC,,,,,,,
3782,NWZ,JIGAWA,TAURA,KIRI',KIRI,KIRI PRIMARY HEALTH CENTRE,,,,,,,
3783,NWZ,JIGAWA,TAURA,KWALAM,KWALAM,KWALAM MPHC,,,,,,,
3784,NWZ,JIGAWA,TAURA,MAJE,MAJE WARD,TSADAWA HEALTH CLINIC ,,,,,,,
3785,NWZ,JIGAWA,TAURA,MAJIYA,MAJIA,MAJIA PHC,,,,,,,
3786,NWZ,JIGAWA,TAURA,SABON GARIN YAYA,S/GARI,SABON GARIN 'YA'YA PHC,,,,,,,
3787,NWZ,JIGAWA,TAURA,TUARA,TAURA,TAURA PHC,,,,,,,
3788,NWZ,JIGAWA,YANKWASHI,ACHILAFIYA,ACHILAFIYA,ACHILAFIYA PHCC,,,,,,,
3789,NWZ,JIGAWA,YANKWASHI,BELAS,BELAS,DANKARI PHC,,,,,,,
3790,NWZ,JIGAWA,YANKWASHI,DAWAN GAWO,DAWAN GAWO,DAWAN GAWO PHC,,,,,,,
3791,NWZ,JIGAWA,YANKWASHI,GURJIYA,GURJIYA,GURJIYA PRIMARY HEALTH CENTER,,,,,,,
3792,NWZ,JIGAWA,YANKWASHI,GWARTA,GWARTA,RAUDA PHC,,,,,,,
3793,NWZ,JIGAWA,YANKWASHI,KARKARNA,KARKARNA,KARKARNA PHC,,,,,,,
3794,NWZ,JIGAWA,YANKWASHI,KUDA,KUDA,KUDA PHC,,,,,,,
3795,NWZ,JIGAWA,YANKWASHI,RNGIM,RINGIM,RINGIM PHC,,,,,,,
3796,NWZ,JIGAWA,YANKWASHI,YANKWASHI,YANKWASHI,YANKWASHI PHC,,,,,,,
3797,NWZ,JIGAWA,YANKWASHI,ZUNGUMBA,ZUNGUMBA,FIRJIN GABAS PHC,,,,,,,
3798,NWZ,KADUNA,BRININ GWARI,DAMARI,,PHC DAMARI ,,,,,,,
3799,NWZ,KADUNA,BRININ GWARI,DOGON DAWA,,PHC DOGON DAWA,,,,,,,
3800,NWZ,KADUNA,BRININ GWARI,GAYAM,,PHC KAMFANIN DOKA,,,,,,,
3801,NWZ,KADUNA,BRININ GWARI,KAKANGI,,PHC KAKANGI,,,,,,,
3802,NWZ,KADUNA,BRININ GWARI,KUME MESHI,,PHC KUTEMESHI,,,,,,,
3803,NWZ,KADUNA,BRININ GWARI,KUYELLO,,PHC KUYELLO,,,,,,,
3804,NWZ,KADUNA,BRININ GWARI,MAGAJIN GARI I,,MCHC B/GWARI,,,,,,,
3805,NWZ,KADUNA,BRININ GWARI,MAGAJIN GARI II,,PHC UNG HALADU,,,,,,,
3806,NWZ,KADUNA,BRININ GWARI,MAGAJIN GARI III,,PHC SAULAWA,,,,,,,
3807,NWZ,KADUNA,BRININ GWARI,RANDAGI,,PHC RANDAGI,,,,,,,
3808,NWZ,KADUNA,BRININ GWARI,TABANNI,,MPHC TABANNI,,,,,,,
3809,NWZ,KADUNA,CHIKUN,GWAGWADA,,PHC GWAGWADA,,,,,,,
3810,NWZ,KADUNA,CHIKUN,KAKAU,,PHC KAKAU,,,,,,,
3811,NWZ,KADUNA,CHIKUN,KUJAMA,,PHC T / WADA KUJAMA,,,,,,,
3812,NWZ,KADUNA,CHIKUN,KUNAI,,PHC BURUKU,,,,,,,
3813,NWZ,KADUNA,CHIKUN,KURIGA,,PHC KURIGA,,,,,,,
3814,NWZ,KADUNA,CHIKUN,MARABAN RIDO,,MARABAN RIDO PRIMARY HEALTH CARE,,,,,,,
3815,NWZ,KADUNA,CHIKUN,NARAYE,,PHC NARAYI,,,,,,,
3816,NWZ,KADUNA,CHIKUN,NASSARAWA,,PHC NASARAWA,,,,,,,
3817,NWZ,KADUNA,CHIKUN,S/GARI TIRKANIYA,,PHC SABON GARI,,,,,,,
3818,NWZ,KADUNA,CHIKUN,SABON TASHA,,PHC SABON TASHA,,,,,,,
3819,NWZ,KADUNA,CHIKUN,UNGUWAN YEWA,,PHC ROMI,,,,,,,
3820,NWZ,KADUNA,GIWA,DANMAHAWAYI,,PHC DANMAHAWAYI,,,,,,,
3821,NWZ,KADUNA,GIWA,GALADIMAWA,,PHC GALADIMAWA,,,,,,,
3822,NWZ,KADUNA,GIWA,GANGARA,,PHC GANGARA,,,,,,,
3823,NWZ,KADUNA,GIWA,GIWA,,PHC GIWA,,,,,,,
3824,NWZ,KADUNA,GIWA,IDASU,,PHC KAYA,,,,,,,
3825,NWZ,KADUNA,GIWA,KADAGE,,PHC WAZATA,,,,,,,
3826,NWZ,KADUNA,GIWA,KAKANGI,,PHC KAKANGI,,,,,,,
3827,NWZ,KADUNA,GIWA,KIDANDAN,,PHC KIDANDAN,,,,,,,
3828,NWZ,KADUNA,GIWA,PANHAUYA,,PHC PANHAUYA,,,,,,,
3829,NWZ,KADUNA,GIWA,SHIKA,,PHC SHIKA,,,,,,,
3830,NWZ,KADUNA,GIWA,YAKADAWA,,PHC YAKAWADA,,,,,,,
3831,NWZ,KADUNA,IGABI,AFAKA,,PHC MANDO,,,,,,,
3832,NWZ,KADUNA,IGABI,BIRNIN YERO,,PHC JAJI,,,,,,,
3833,NWZ,KADUNA,IGABI,GADAN GAYAN,,PHC GADAN GAYAN,,,,,,,
3834,NWZ,KADUNA,IGABI,GWARAJI,,PHC GWARAJI,,,,,,,
3835,NWZ,KADUNA,IGABI,IGABI,,PHC IGABI,,,,,,,
3836,NWZ,KADUNA,IGABI,IGABI,,PHC IGABI,,,,,,,
3837,NWZ,KADUNA,IGABI,KERAWA,,PHC GWADA,,,,,,,
3838,NWZ,KADUNA,IGABI,KWARAU,,PHC MARABAN JOS,,,,,,,
3839,NWZ,KADUNA,IGABI,RIGACHIKUN,,PHC RIGACHIKUN,,,,,,,
3840,NWZ,KADUNA,IGABI,RIGASA,,PHC RIGASA (MIYATTI).,,,,,,,
3841,NWZ,KADUNA,IGABI,SABON BIRNIN DAJI,,PHC SABON BIRNI,,,,,,,
3842,NWZ,KADUNA,IGABI,TURUKNKU,,PHC K/FARAKWAI,,,,,,,
3843,NWZ,KADUNA,IGABI,ZANGON AYA,,PHC ZANGON AYA,,,,,,,
3844,NWZ,KADUNA,IKARA,AUCHAN,,PHC AUCHAN,,,,,,,
3845,NWZ,KADUNA,IKARA,IKARA,,PHC IKARA,,,,,,,
3846,NWZ,KADUNA,IKARA,JANFALAN,,PHC MALIKANCHI,,,,,,,
3847,NWZ,KADUNA,IKARA,KURMIN KOGI,,PHC KUNKUMIN KOGI,,,,,,,
3848,NWZ,KADUNA,IKARA,KUYA,,HEALTH CLINIC KUYA,,,,,,,
3849,NWZ,KADUNA,IKARA,PAKI,,PHC PAKI,,,,,,,
3850,NWZ,KADUNA,IKARA,PALA,,PHC PALA,,,,,,,
3851,NWZ,KADUNA,IKARA,RUMI,,PHC WAMBAI,,,,,,,
3852,NWZ,KADUNA,IKARA,SAULAWA,,PHC SAULAWA,,,,,,,
3853,NWZ,KADUNA,IKARA,SAYA- SAYA,,PHC SAYASAYA,,,,,,,
3854,NWZ,KADUNA,JABA,CHORI,,SABON GARI  CHORI PRIMARY HEALTH CARE CENTRE,,,,,,,
3855,NWZ,KADUNA,JABA,DADDU,,DADDU PRIMARY HEALTH CARE CENTRE ,,,,,,,
3856,NWZ,KADUNA,JABA,DURA/ BITARO,,BITARO PRIMARY HEALTH CARE CENTRE,,,,,,,
3857,NWZ,KADUNA,JABA,FADA,,PRIMARY HEALTH CARE CENTER FORGYEI,,,,,,,
3858,NWZ,KADUNA,JABA,FAI,,FAI PRIMARY HEALTH CARE VENTER,,,,,,,
3859,NWZ,KADUNA,JABA,NDUYAH,,ANKUNG A PRIMARY HEALTH CARE CENTRE,,,,,,,
3860,NWZ,KADUNA,JABA,NOK,,NOK PRIMARY HEALTH CARE CENTRE,,,,,,,
3861,NWZ,KADUNA,JABA,SAB-CHEM,,KWOI PRIMARY HEALTH CARE CENTRE,,,,,,,
3862,NWZ,KADUNA,JABA,SAB-ZURO,,SAB-ZURO PRIMARY HEALTH CARE CENTRE,,,,,,,
3863,NWZ,KADUNA,JABA,SAMBAN,,SAMBAN PRIMARY HEALTH CARE CENTER,,,,,,,
3864,NWZ,KADUNA,JEMA'A,ASSO,,PHC ASSO,,,,,,,
3865,NWZ,KADUNA,JEMA'A,AYURU,,PHC ATUKU,,,,,,,
3866,NWZ,KADUNA,JEMA'A,BEDDE,,PHC BARDE,,,,,,,
3867,NWZ,KADUNA,JEMA'A,GIDAN WAYA,,GIDAN WAYA PHC ,,,,,,,
3868,NWZ,KADUNA,JEMA'A,GODO GODO,,PHC GODO-GODO,,,,,,,
3869,NWZ,KADUNA,JEMA'A,JAGINDI,,PHC JAGINDI,,,,,,,
3870,NWZ,KADUNA,JEMA'A,KAFANCHAN A,,PHC KAFANCHAN A,,,,,,,
3871,NWZ,KADUNA,JEMA'A,KAFANCHAN B,,KAF-B,,,,,,,
3872,NWZ,KADUNA,JEMA'A,KAGOMA,,PHC KAGOMA,,,,,,,
3873,NWZ,KADUNA,JEMA'A,KANINKON,,PHC ALFANI,,,,,,,
3874,NWZ,KADUNA,JEMA'A,MAI GIZO,,PHC MAIGIZO,,,,,,,
3875,NWZ,KADUNA,JEMA'A,YAKAU,,PHC TAKAU,,,,,,,
3876,NWZ,KADUNA,KACHIA,AGUNU,,PHCC AGUNU,,,,,,,
3877,NWZ,KADUNA,KACHIA,ANKWA,,PHCC ANKWA,,,,,,,
3878,NWZ,KADUNA,KACHIA,AWON,,PHCC AWON,,,,,,,
3879,NWZ,KADUNA,KACHIA,BISHINI,,PHCC BISHINI,,,,,,,
3880,NWZ,KADUNA,KACHIA,DOKA,,PHC DOKA,,,,,,,
3881,NWZ,KADUNA,KACHIA,GIDAN TAGWAI,,PHCC GIDAN TAGWAI,,,,,,,
3882,NWZ,KADUNA,KACHIA,GUMEL,,PHCC KURMIN MAZUGA,,,,,,,
3883,NWZ,KADUNA,KACHIA,KACHIAURBAN,,PHCC KACHIA,,,,,,,
3884,NWZ,KADUNA,KACHIA,KATARI,,PHCC KATARI,,,,,,,
3885,NWZ,KADUNA,KACHIA,KURMIN MUSA,,PHCC KUMIN MUSA,,,,,,,
3886,NWZ,KADUNA,KACHIA,KWATURU,,PHCC TSAUNI,,,,,,,
3887,NWZ,KADUNA,KACHIA,SABON SARKI,,PHCC SABON SARKI,,,,,,,
3888,NWZ,KADUNA,KADUNA NORTH,BADARAWA,,BADARAWA  PRIMARY HEALTH CENTRE,,,,,,,
3889,NWZ,KADUNA,KADUNA NORTH,GAJI,,ZAKARI ISAH MEMORIAL  PRIMARY HEALTH CENTRE,,,,,,,
3890,NWZ,KADUNA,KADUNA NORTH,HAYIN- BANKI,,PHC HAYIN BANKI,,,,,,,
3891,NWZ,KADUNA,KADUNA NORTH,KABALA,,PHC KABALA,,,,,,,
3892,NWZ,KADUNA,KADUNA NORTH,KAWO,,PHC RAFIN GUZA,,,,,,,
3893,NWZ,KADUNA,KADUNA NORTH,MAIBURJI,,WARRI STREET PHC,,,,,,,
3894,NWZ,KADUNA,KADUNA NORTH,SHABA,,PHC ALH. MUAZU MEMORIAL,,,,,,,
3895,NWZ,KADUNA,KADUNA NORTH,UNGUWAN DOSA,,PHC ANGUWAN DOSA,,,,,,,
3896,NWZ,KADUNA,KADUNA NORTH,UNGUWAN LIMAN,,JUNCTION ROAD PRIMARY HEALTH CENTRE,,,,,,,
3897,NWZ,KADUNA,KADUNA NORTH,UNGUWAN RIMI,,UNGUWAN RIMI PHC,,,,,,,
3898,NWZ,KADUNA,KADUNA NORTH,UNGUWAN SARKI,,PHC ANGUWAN SARKI,,,,,,,
3899,NWZ,KADUNA,KADUNA NORTH,UNGUWAN SHANU,,PHC ANGUWAN SHANU,,,,,,,
3900,NWZ,KADUNA,KADUNA SOUTH,BADIKKO,,PHC BADIKO,,,,,,,
3901,NWZ,KADUNA,KADUNA SOUTH,BARNAWA,,PHC BARNAWA,,,,,,,
3902,NWZ,KADUNA,KADUNA SOUTH,KAKURI GWARI,,PHC KURMIN GWARI,,,,,,,
3903,NWZ,KADUNA,KADUNA SOUTH,KAKURI HAUSA,,PHC KAKURI HAUSA,,,,,,,
3904,NWZ,KADUNA,KADUNA SOUTH,MAKERA,,PHC MAKERA,,,,,,,
3905,NWZ,KADUNA,KADUNA SOUTH,SABON GARI NORTH,,KAGORO ROAD PRIMARY HEALTHCARE CENTRE,,,,,,,
3906,NWZ,KADUNA,KADUNA SOUTH,SABON GARI SOUTH,,PHC FAKI ROAD,,,,,,,
3907,NWZ,KADUNA,KADUNA SOUTH,TELEVISION,,PHC TELEVISION GARAGE,,,,,,,
3908,NWZ,KADUNA,KADUNA SOUTH,TUDUN NUPAWA,,PHC TUDUN NUPAWA,,,,,,,
3909,NWZ,KADUNA,KADUNA SOUTH,TUDUN WADA NORTH,,COMPREHENSIVE HEALTH CENTER KINKINAU TUDUN WADA KADUNA,,,,,,,
3910,NWZ,KADUNA,KADUNA SOUTH,TUDUN WADA SOUTH,,PRIMARY HEALTH CARE ZANGO (TBL),,,,,,,
3911,NWZ,KADUNA,KADUNA SOUTH,TUDUN WADA WEST,,PHC KINKINAU,,,,,,,
3912,NWZ,KADUNA,KADUNA SOUTH,TUDUN WADA WEST,,PHC KABALA WEST,,,,,,,
3913,NWZ,KADUNA,KADUNA SOUTH,UNGUWAN SANUSI,,UNGUWAN SUNUSI PRIMARY HEALTHCARE CENTER,,,,,,,
3914,NWZ,KADUNA,KAGARKO,ARIBI,,PHC KENYI,,,,,,,
3915,NWZ,KADUNA,KAGARKO,IDDAH,,PHC IDDAH,,,,,,,
3916,NWZ,KADUNA,KAGARKO,JERE NORTH,,PHC JERE,,,,,,,
3917,NWZ,KADUNA,KAGARKO,JERE SOUTH,,PHC KWASARE,,,,,,,
3918,NWZ,KADUNA,KAGARKO,KAGARKO NORTH,,PHC AKOTI,,,,,,,
3919,NWZ,KADUNA,KAGARKO,KAGARKO SOUTH,,PHC KAGARKO,,,,,,,
3920,NWZ,KADUNA,KAGARKO,KATUGAL,,KUBACHA PHC,,,,,,,
3921,NWZ,KADUNA,KAGARKO,KUKUI,,PHC KUKUI,,,,,,,
3922,NWZ,KADUNA,KAGARKO,KURMIN JIBRIN,,PHC KURMIN JIBRIN,,,,,,,
3923,NWZ,KADUNA,KAGARKO,KUSHE,,PHC DOGON KURMI,,,,,,,
3924,NWZ,KADUNA,KAJURU,AFOGO,,MCH IBURU,,,,,,,
3925,NWZ,KADUNA,KAJURU,BUDA,,MCH BUDA,,,,,,,
3926,NWZ,KADUNA,KAJURU,IDON,,MCH IRI-GARI,,,,,,,
3927,NWZ,KADUNA,KAJURU,KALLAH,,PHC KALLAH,,,,,,,
3928,NWZ,KADUNA,KAJURU,KASUWAN MAGANI,,PHC K/MAGANI,,,,,,,
3929,NWZ,KADUNA,KAJURU,KUFANA,,PHC KUFANA,,,,,,,
3930,NWZ,KADUNA,KAJURU,KUJARU,,PHC KAJURU,,,,,,,
3931,NWZ,KADUNA,KAJURU,MARO,,PHC MARO,,,,,,,
3932,NWZ,KADUNA,KAJURU,RIMAU,,PHC RIMAU,,,,,,,
3933,NWZ,KADUNA,KAJURU,TANTATU,,H/C TANTATU,,,,,,,
3934,NWZ,KADUNA,KAURA,AGBAN,,P.H.C AGBAM,,,,,,,
3935,NWZ,KADUNA,KAURA,BONDON,,P.H.C BONDONG,,,,,,,
3936,NWZ,KADUNA,KAURA,FADA,,P.H.C FADA,,,,,,,
3937,NWZ,KADUNA,KAURA,KADARKO,,P.H.C TACHIRA,,,,,,,
3938,NWZ,KADUNA,KAURA,KAURA,,P.H.C KAURA,,,,,,,
